hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snow,snowdepth,windspeed,cloudcover,visibility,increase_stock
17,6,10,0,0,1,18.8,7.9,49.25,0.0,0,0.0,22.3,85.7,16.0,high_bike_demand
13,0,12,0,1,0,5.5,-1.6,59.98,0.0,0,0.0,9.3,100.0,16.0,low_bike_demand
20,4,2,0,1,0,5.6,0.0,67.53,0.011,0,0.0,23.0,92.7,13.3,low_bike_demand
3,2,4,0,1,1,19.2,12.2,63.73,0.0,0,0.0,7.3,79.3,16.0,low_bike_demand
7,6,1,0,0,0,1.6,-5.1,61.31,0.0,0,0.0,12.5,0.0,16.0,low_bike_demand
1,3,8,0,1,1,24.8,22.8,88.8,0.0,0,0.0,7.5,36.3,16.0,low_bike_demand
21,4,8,0,1,1,26.3,19.9,68.03,0.0,0,0.0,15.4,81.1,16.0,low_bike_demand
0,4,2,0,1,0,13.9,10.8,81.41,0.0,0,0.0,26.1,95.4,16.0,low_bike_demand
11,3,10,0,1,1,20.0,13.3,65.49,0.0,0,0.0,25.0,24.4,16.0,low_bike_demand
23,1,11,0,1,0,5.9,-4.0,49.25,0.0,0,0.0,7.2,0.0,16.0,low_bike_demand
22,6,4,0,0,1,14.0,6.1,58.99,0.0,0,0.0,4.8,99.6,16.0,low_bike_demand
16,0,11,0,1,0,8.8,-4.1,39.93,0.0,0,0.0,22.0,0.0,16.0,low_bike_demand
15,3,10,0,1,1,16.7,16.2,96.58,8.046,0,0.0,17.7,100.0,2.4,low_bike_demand
14,3,8,0,1,1,33.4,22.3,52.03,0.0,0,0.0,14.2,46.6,16.0,low_bike_demand
10,0,7,0,1,1,27.2,22.8,77.21,0.0,0,0.0,11.4,90.1,16.0,low_bike_demand
23,1,1,0,1,0,16.3,10.7,69.27,0.0,0,0.0,22.0,80.3,16.0,low_bike_demand
11,0,2,0,1,0,10.5,-1.6,42.77,0.0,0,0.0,13.2,91.1,16.0,low_bike_demand
15,1,6,0,1,1,27.1,10.6,35.6,0.0,0,0.0,9.4,81.3,16.0,high_bike_demand
19,1,8,0,1,1,23.8,22.1,90.57,0.039,0,0.0,14.7,82.9,16.0,high_bike_demand
16,6,4,0,0,1,13.7,-3.0,31.42,0.0,0,0.0,16.4,24.4,16.0,high_bike_demand
6,1,6,0,1,1,17.8,8.1,52.81,0.0,0,0.0,10.9,24.4,16.0,low_bike_demand
16,1,8,0,1,1,33.7,18.9,41.77,0.0,0,0.0,12.0,44.6,16.0,low_bike_demand
13,2,9,0,1,1,28.7,22.3,68.41,0.0,0,0.0,30.8,89.6,16.0,low_bike_demand
23,0,1,0,1,0,0.0,-1.2,91.92,0.713,0,0.0,12.6,100.0,4.5,low_bike_demand
20,5,2,0,0,0,4.8,-5.6,46.76,0.0,0,0.0,7.3,89.1,16.0,low_bike_demand
22,5,4,0,0,1,18.5,16.6,88.35,0.0,0,0.0,10.1,45.4,15.7,low_bike_demand
5,1,9,0,1,1,20.5,18.8,89.91,0.083,0,0.0,9.2,99.6,15.6,low_bike_demand
16,1,5,0,1,1,26.0,17.8,60.46,0.0,0,0.0,11.1,80.3,16.0,low_bike_demand
10,0,6,0,1,1,27.9,22.1,70.72,0.0,0,0.0,18.1,0.0,16.0,low_bike_demand
11,6,4,0,0,1,20.6,9.6,49.27,0.0,0,0.0,4.8,44.6,16.0,high_bike_demand
20,2,1,0,1,0,6.5,0.6,65.94,0.0,0,0.0,9.0,84.5,16.0,low_bike_demand
2,5,7,0,0,1,24.0,21.1,84.01,0.0,0,0.0,5.2,44.6,15.9,low_bike_demand
12,2,6,0,1,1,22.1,6.8,37.15,0.0,0,0.0,10.5,24.4,16.0,low_bike_demand
15,6,7,0,0,1,32.1,22.8,57.99,0.0,0,0.0,20.1,82.3,16.0,high_bike_demand
0,2,12,0,1,0,0.3,-7.2,57.12,0.0,0,0.0,6.7,47.8,16.0,low_bike_demand
9,3,2,0,1,0,3.2,-1.8,69.7,0.0,0,0.0,12.4,0.0,16.0,low_bike_demand
16,2,1,0,1,0,5.6,-2.8,54.56,0.0,0,0.0,13.4,89.8,16.0,low_bike_demand
23,1,11,0,1,0,17.1,15.0,87.37,0.0,0,0.0,9.9,24.4,16.0,low_bike_demand
0,6,3,0,0,0,-3.9,-13.8,46.09,0.0,0,0.67,31.4,24.4,16.0,low_bike_demand
0,6,8,0,0,1,25.3,17.9,63.34,0.0,0,0.0,14.3,26.2,16.0,low_bike_demand
6,5,1,0,0,0,-3.4,-6.7,77.66,0.0,0,0.78,26.7,97.3,13.7,low_bike_demand
1,3,10,0,1,1,19.0,17.6,91.77,0.0,0,0.0,5.2,79.3,16.0,low_bike_demand
13,2,2,0,1,0,5.0,-3.8,52.78,0.0,0,0.01,5.1,94.3,16.0,low_bike_demand
19,4,5,0,1,1,28.8,12.8,37.29,0.0,0,0.0,27.9,0.0,16.0,low_bike_demand
9,0,2,0,1,0,-3.4,-12.2,50.75,0.0,0,0.08,13.5,0.0,16.0,low_bike_demand
14,5,1,0,0,0,2.1,-5.7,56.38,0.0,0,0.0,24.4,100.0,16.0,low_bike_demand
7,1,8,0,1,1,23.2,21.1,87.98,0.0,0,0.0,7.4,24.4,16.0,low_bike_demand
17,1,12,0,1,0,6.0,-4.0,48.75,0.0,0,0.0,12.4,100.0,16.0,low_bike_demand
9,0,11,0,1,0,-0.9,-8.8,55.08,0.0,0,0.0,0.1,0.0,16.0,low_bike_demand
5,1,11,0,1,0,3.5,1.0,83.45,0.0,0,0.0,5.2,25.3,16.0,low_bike_demand
13,3,6,0,1,1,28.2,12.2,37.09,0.0,0,0.0,22.8,82.9,16.0,high_bike_demand
17,4,1,1,1,0,2.8,1.1,88.87,0.404,0,0.0,17.3,99.2,4.1,low_bike_demand
3,3,11,1,1,0,2.1,-0.9,81.01,0.0,0,0.0,7.2,25.3,16.0,low_bike_demand
19,1,6,0,1,1,22.7,20.1,85.06,0.0,0,0.0,9.2,94.4,16.0,low_bike_demand
19,4,10,0,1,1,16.9,7.7,54.75,0.0,0,0.0,7.3,25.3,16.0,high_bike_demand
22,5,2,0,0,0,-1.7,-3.4,88.08,0.0,0,0.03,19.2,100.0,11.0,low_bike_demand
15,4,8,0,1,1,33.3,21.7,50.75,0.0,0,0.0,9.5,65.7,16.0,high_bike_demand
20,5,3,0,0,0,10.4,-8.8,24.93,0.0,0,0.0,8.7,79.3,16.0,low_bike_demand
12,2,4,0,1,1,18.2,2.8,35.82,0.0,0,0.0,18.3,26.4,16.0,high_bike_demand
2,1,11,0,1,0,8.6,-6.6,33.47,0.0,0,0.0,7.1,0.0,16.0,low_bike_demand
11,2,3,0,1,0,13.8,1.6,43.54,0.0,0,0.0,10.7,24.4,16.0,low_bike_demand
22,3,8,0,1,1,25.6,14.7,50.85,0.0,0,0.0,5.5,0.0,16.0,low_bike_demand
16,0,5,0,1,1,21.0,-1.0,22.78,0.0,0,0.0,12.9,0.0,16.0,high_bike_demand
19,4,7,0,1,1,26.6,9.4,33.83,0.0,0,0.0,23.6,44.6,16.0,high_bike_demand
17,0,5,0,1,1,21.0,0.5,25.44,0.0,0,0.0,11.6,0.0,16.0,high_bike_demand
12,3,1,0,1,0,1.0,-10.2,42.87,0.0,0,0.0,28.9,44.6,16.0,low_bike_demand
5,0,12,0,1,0,0.8,-3.1,75.28,0.0,0,0.0,7.1,24.4,16.0,low_bike_demand
13,1,11,0,1,0,6.6,0.6,65.68,0.0,0,0.0,10.8,100.0,16.0,low_bike_demand
6,4,10,0,1,1,13.2,10.6,84.28,0.0,0,0.0,5.2,100.0,16.0,low_bike_demand
16,3,11,1,1,0,15.6,-0.7,32.72,0.0,0,0.0,9.6,25.3,16.0,low_bike_demand
3,0,1,0,1,0,2.6,1.5,92.64,0.0,0,0.0,7.3,79.3,13.7,low_bike_demand
14,5,10,0,0,1,24.4,15.6,58.16,0.0,0,0.0,17.3,44.6,16.0,high_bike_demand
6,5,8,0,0,1,23.6,20.7,83.88,0.0,0,0.0,4.8,100.0,16.0,low_bike_demand
3,0,7,0,1,1,24.7,20.7,78.3,0.0,0,0.0,8.9,79.3,15.9,low_bike_demand
12,4,2,0,1,0,7.8,-3.8,43.84,0.0,0,0.0,43.7,82.3,16.0,low_bike_demand
12,1,3,0,1,1,11.9,-6.5,27.08,0.0,0,0.0,5.5,79.3,16.0,low_bike_demand
3,0,12,0,1,0,1.3,-4.1,67.37,0.0,0,0.0,8.9,24.4,16.0,low_bike_demand
2,0,1,0,1,0,2.7,1.6,92.5,0.0,0,0.0,7.5,81.3,13.0,low_bike_demand
13,5,5,0,0,1,19.9,2.9,32.29,0.0,0,0.0,9.4,32.7,16.0,high_bike_demand
13,5,1,0,0,0,1.0,-14.4,30.49,0.0,0,0.0,33.0,25.3,16.0,low_bike_demand
23,2,2,0,1,0,9.1,5.4,77.59,0.0,0,0.0,0.0,79.3,16.0,low_bike_demand
3,0,11,0,1,0,11.0,8.3,83.37,0.0,0,0.0,5.9,99.6,16.0,low_bike_demand
11,2,11,0,1,0,8.6,0.7,57.79,0.0,0,0.0,5.8,0.0,14.2,low_bike_demand
8,0,10,1,1,1,9.1,5.5,78.2,0.0,0,0.0,0.0,26.4,16.0,low_bike_demand
0,3,12,0,1,0,8.8,4.4,73.74,0.0,0,0.0,12.4,96.4,16.0,low_bike_demand
10,4,8,0,1,1,24.3,13.9,52.24,0.0,0,0.0,17.9,46.4,16.0,low_bike_demand
17,6,10,0,0,1,22.7,16.8,69.2,0.0,0,0.0,16.4,96.4,16.0,high_bike_demand
22,5,10,0,0,1,13.0,7.1,67.43,0.0,0,0.0,8.6,82.2,16.0,low_bike_demand
11,3,12,0,1,0,11.8,2.9,54.39,0.0,0,0.0,16.8,79.3,16.0,low_bike_demand
4,1,7,0,1,1,23.6,19.3,76.77,0.0,0,0.0,10.8,79.3,16.0,low_bike_demand
22,2,5,0,1,1,14.6,5.4,53.92,0.0,0,0.0,12.2,24.4,16.0,low_bike_demand
19,0,3,0,1,1,9.3,-6.1,33.17,0.0,0,0.0,12.4,24.4,16.0,high_bike_demand
23,2,10,0,1,1,19.7,17.7,88.56,0.0,0,0.0,0.0,44.6,15.2,low_bike_demand
1,3,12,0,1,0,1.0,-9.4,45.99,0.0,0,0.0,15.9,0.0,16.0,low_bike_demand
21,5,4,0,0,1,10.9,-0.7,44.85,0.0,0,0.0,17.9,79.3,16.0,low_bike_demand
16,1,5,0,1,1,17.1,11.1,67.85,0.0,0,0.0,19.9,99.2,16.0,high_bike_demand
15,0,6,0,1,1,27.1,8.1,30.18,0.0,0,0.0,25.3,24.4,16.0,high_bike_demand
21,5,10,0,0,1,15.0,5.9,54.42,0.0,0,0.0,5.2,0.0,16.0,low_bike_demand
3,0,12,0,1,0,4.3,2.8,90.04,0.0,0,0.0,7.1,100.0,14.2,low_bike_demand
5,4,11,0,1,0,10.4,8.7,89.52,0.0,0,0.0,0.5,79.3,15.8,low_bike_demand
3,0,12,0,1,0,5.6,1.2,73.2,0.0,0,0.0,12.9,89.3,16.0,low_bike_demand
10,2,11,0,1,0,9.5,6.0,78.65,0.0,0,0.0,0.5,0.0,16.0,low_bike_demand
21,4,8,0,1,1,25.8,19.0,65.97,0.0,0,0.0,0.0,86.1,16.0,low_bike_demand
2,4,5,0,1,1,11.2,5.6,68.49,0.0,0,0.0,0.0,89.1,16.0,low_bike_demand
10,1,2,0,1,0,6.6,4.4,85.94,0.0,0,0.0,7.5,100.0,11.5,low_bike_demand
21,5,5,0,0,1,7.1,-7.2,35.37,0.0,0,0.0,18.4,24.8,16.0,low_bike_demand
1,0,7,0,1,1,20.8,18.1,84.99,0.0,0,0.0,8.9,44.6,16.0,low_bike_demand
1,3,7,0,1,1,23.2,20.6,85.59,0.0,0,0.0,10.5,83.1,15.9,low_bike_demand
18,2,10,0,1,1,12.8,-1.1,38.24,0.0,0,0.0,18.0,49.0,16.0,high_bike_demand
13,1,8,0,1,1,29.2,18.3,51.77,0.0,0,0.0,14.4,82.3,16.0,low_bike_demand
23,2,12,0,1,0,7.8,-2.0,50.11,0.0,0,0.0,25.4,99.6,16.0,low_bike_demand
5,1,12,0,1,0,1.9,-1.5,78.6,0.0,0,0.0,0.0,79.3,16.0,low_bike_demand
5,5,7,0,0,1,21.3,13.3,60.34,0.0,0,0.0,12.2,81.1,16.0,low_bike_demand
6,6,10,0,0,1,11.9,4.5,60.51,0.0,0,0.0,12.8,0.0,16.0,low_bike_demand
18,0,6,0,1,1,31.1,22.1,58.73,0.0,0,0.0,19.8,44.6,16.0,high_bike_demand
19,0,12,0,1,0,3.0,-7.7,45.02,0.0,0,0.0,12.2,24.4,16.0,low_bike_demand
16,4,10,0,1,1,24.3,15.6,58.27,0.0,0,0.0,12.6,90.1,16.0,high_bike_demand
16,3,8,0,1,1,32.8,22.2,53.76,0.0,0,0.0,25.3,51.3,16.0,low_bike_demand
7,3,1,0,1,0,2.7,-1.3,74.49,0.0,0,3.87,4.8,79.3,16.0,low_bike_demand
10,5,4,0,0,1,14.0,3.6,49.41,0.0,0,0.0,7.1,81.3,16.0,low_bike_demand
7,4,10,0,1,1,12.0,10.5,90.85,0.0,0,0.0,5.0,25.3,16.0,low_bike_demand
4,1,2,0,1,0,-3.6,-7.9,71.72,0.0,0,0.23,7.4,0.0,16.0,low_bike_demand
19,1,6,0,1,1,23.2,15.6,62.1,0.0,0,0.0,14.5,89.1,16.0,high_bike_demand
7,3,12,0,1,0,9.3,7.9,91.1,0.0,0,0.0,0.0,100.0,8.1,low_bike_demand
10,0,9,1,1,1,22.9,17.7,72.6,0.0,0,0.0,5.0,24.4,16.0,high_bike_demand
0,2,4,0,1,1,13.0,8.8,75.45,0.0,0,0.0,5.2,79.3,16.0,low_bike_demand
21,2,7,0,1,1,28.9,19.1,55.32,0.0,0,0.0,12.3,24.4,16.0,low_bike_demand
7,3,9,0,1,1,12.7,7.2,69.33,0.0,0,0.0,19.7,82.2,16.0,high_bike_demand
4,0,1,1,1,0,3.1,-2.8,65.01,0.0,0,0.0,7.3,28.2,16.0,low_bike_demand
13,3,6,0,1,1,25.9,19.9,69.28,0.0,0,0.0,11.2,64.9,16.0,low_bike_demand
5,6,6,0,0,1,18.9,4.8,39.4,0.0,0,0.0,15.8,44.6,16.0,low_bike_demand
1,3,1,0,1,0,16.5,14.4,87.08,0.0,0,0.0,8.0,88.9,16.0,low_bike_demand
23,4,1,0,1,0,6.0,-3.9,49.34,0.0,0,0.0,22.0,93.4,16.0,low_bike_demand
14,4,12,0,1,0,11.0,0.0,46.43,0.0,0,0.0,27.7,26.6,16.0,low_bike_demand
16,6,7,0,0,1,34.3,19.2,41.01,0.0,0,0.0,14.8,79.3,16.0,high_bike_demand
4,5,7,0,0,1,25.5,20.6,74.41,0.0,0,0.0,15.6,58.7,16.0,low_bike_demand
12,5,11,0,0,0,5.0,-6.7,42.61,0.0,0,0.0,10.9,82.2,16.0,low_bike_demand
14,2,10,0,1,1,25.7,11.7,41.72,0.0,0,0.0,16.6,24.4,16.0,low_bike_demand
0,4,12,0,1,0,16.5,3.4,41.73,0.0,0,0.0,18.8,45.6,16.0,low_bike_demand
15,6,4,0,0,1,15.5,-4.5,24.92,0.0,0,0.0,8.9,24.4,16.0,high_bike_demand
3,6,8,0,0,1,24.0,21.6,86.47,0.0,0,0.0,0.0,44.6,15.6,low_bike_demand
9,6,12,0,0,0,3.2,-3.3,62.06,0.0,0,0.0,14.1,46.2,16.0,low_bike_demand
17,2,2,0,1,0,4.8,-2.1,60.85,0.0,0,0.02,6.2,96.4,16.0,low_bike_demand
17,6,1,0,0,0,15.1,7.1,59.05,0.0,0,0.0,14.2,24.4,16.0,high_bike_demand
6,2,5,0,1,1,7.8,2.5,69.4,0.0,0,0.0,6.7,24.4,16.0,low_bike_demand
2,0,7,0,1,1,27.9,20.7,65.04,0.0,0,0.0,7.1,52.3,16.0,low_bike_demand
3,3,11,1,1,0,11.7,10.7,93.34,0.175,0,0.0,9.3,96.0,16.0,low_bike_demand
15,4,7,0,1,1,31.9,15.7,37.76,0.0,0,0.0,5.4,47.6,16.0,high_bike_demand
18,6,1,0,0,0,13.8,6.1,59.79,0.0,0,0.0,12.1,24.4,16.0,low_bike_demand
19,6,9,0,0,1,25.5,19.0,67.06,0.0,0,0.0,8.7,32.7,16.0,high_bike_demand
12,0,8,0,1,1,26.0,22.7,81.73,0.0,0,0.0,13.8,89.3,16.0,high_bike_demand
20,0,6,0,1,1,26.6,16.3,53.3,0.0,0,0.0,9.2,62.6,16.0,high_bike_demand
8,0,6,0,1,1,24.3,19.4,74.1,0.0,0,0.0,14.5,89.1,16.0,high_bike_demand
13,4,5,0,1,1,25.3,17.0,59.88,0.0,0,0.0,24.8,81.3,16.0,low_bike_demand
3,0,4,0,1,1,11.9,7.7,75.42,0.0,0,0.0,6.7,88.9,16.0,low_bike_demand
23,0,2,0,1,0,1.6,0.6,93.16,0.0,0,0.0,9.0,79.3,14.2,low_bike_demand
23,4,7,0,1,1,25.7,13.0,45.32,0.0,0,0.0,20.8,44.6,15.7,low_bike_demand
9,4,12,0,1,0,3.8,2.7,92.91,0.0,0,0.0,11.6,24.4,10.5,low_bike_demand
9,6,7,0,0,1,26.5,18.0,59.36,0.0,0,0.0,0.0,79.3,16.0,high_bike_demand
15,6,5,0,0,1,21.7,8.2,41.95,0.0,0,0.0,13.2,84.3,16.0,high_bike_demand
9,2,11,0,1,1,6.0,0.7,69.08,0.0,0,0.0,0.7,24.4,16.0,low_bike_demand
11,1,10,0,1,1,11.0,7.8,80.32,0.0,0,0.0,25.2,100.0,6.6,low_bike_demand
12,4,1,0,1,0,10.5,-1.2,43.97,0.0,0,0.0,34.6,46.4,16.0,low_bike_demand
18,3,4,0,1,1,19.9,7.2,43.67,0.0,0,0.0,27.2,79.3,16.0,high_bike_demand
2,6,2,0,0,0,-3.9,-16.7,36.25,0.0,0,0.0,21.5,0.0,16.0,low_bike_demand
6,6,11,0,0,0,4.7,1.5,79.91,0.0,0,0.0,10.6,44.6,16.0,low_bike_demand
13,0,2,0,1,0,0.6,-0.7,90.96,3.812,0,0.0,11.6,100.0,4.2,low_bike_demand
4,1,9,0,1,1,14.7,7.3,60.97,0.0,0,0.0,19.2,53.5,16.0,low_bike_demand
3,3,4,0,1,1,12.7,10.7,87.63,0.0,0,0.0,7.1,96.0,16.0,low_bike_demand
13,4,7,0,1,1,28.8,20.6,61.53,0.0,0,0.0,12.3,88.2,15.8,high_bike_demand
4,6,6,0,0,1,21.5,19.9,90.93,0.0,0,0.0,0.4,92.7,15.0,low_bike_demand
12,5,2,0,0,0,16.1,2.2,39.31,0.0,0,0.0,23.8,79.3,16.0,high_bike_demand
22,1,12,0,1,0,1.4,-6.7,54.92,0.0,0,0.0,5.2,26.2,16.0,low_bike_demand
12,3,9,0,1,1,21.1,14.4,65.56,0.0,0,0.0,4.8,55.5,16.0,low_bike_demand
19,5,12,0,0,0,16.1,8.5,60.78,0.0,0,0.0,13.3,98.8,16.0,low_bike_demand
6,0,10,0,1,1,21.6,17.8,79.16,0.0,0,0.0,12.5,99.2,16.0,low_bike_demand
2,3,6,0,1,1,23.8,15.8,60.77,0.0,0,0.0,5.0,78.9,16.0,low_bike_demand
0,4,11,0,1,0,12.1,9.9,86.52,0.0,0,0.0,0.8,89.1,15.8,low_bike_demand
20,2,8,0,1,1,21.9,16.8,72.58,0.0,0,0.0,0.4,70.1,16.0,low_bike_demand
10,4,1,1,1,0,2.8,-3.8,61.83,0.0,0,0.0,10.6,100.0,16.0,low_bike_demand
23,2,4,0,1,1,6.1,-6.2,40.97,0.0,0,0.0,15.4,24.4,16.0,low_bike_demand
8,4,6,0,1,1,21.1,19.4,90.36,4.713,0,0.0,12.4,100.0,2.3,low_bike_demand
8,6,1,0,0,0,0.7,-3.5,73.2,0.0,0,0.0,0.0,44.6,16.0,low_bike_demand
18,4,4,0,1,1,18.3,-7.2,17.03,0.0,0,0.0,13.9,0.0,16.0,high_bike_demand
7,1,2,0,1,0,0.6,-1.2,87.53,0.283,0,6.68,25.5,100.0,5.5,low_bike_demand
16,3,3,0,1,1,14.8,13.3,90.51,0.912,0,0.0,19.7,100.0,13.4,low_bike_demand
17,2,7,0,1,1,33.7,20.7,46.7,0.0,0,0.0,9.6,66.3,16.0,high_bike_demand
14,3,12,0,1,0,10.0,1.1,53.74,0.0,0,0.0,5.2,0.0,13.3,low_bike_demand
10,1,3,0,1,1,14.3,2.1,43.65,0.0,0,0.0,13.2,81.1,16.0,low_bike_demand
17,2,12,0,1,0,14.2,7.2,62.66,0.0,0,0.0,7.5,79.3,16.0,low_bike_demand
7,0,8,0,1,1,23.7,19.4,76.99,0.0,0,0.0,10.5,100.0,16.0,low_bike_demand
13,5,10,0,0,1,9.3,2.8,63.63,0.0,0,0.0,16.0,89.7,16.0,high_bike_demand
3,4,7,0,1,1,24.1,21.1,83.6,0.0,0,0.0,12.2,79.3,15.9,low_bike_demand
13,2,3,0,1,0,8.7,-4.4,39.21,0.0,0,0.0,31.0,25.3,16.0,low_bike_demand
21,0,12,0,1,0,4.9,1.1,76.83,0.0,0,0.0,8.7,96.4,16.0,low_bike_demand
22,6,12,0,0,0,2.7,-5.6,54.14,0.0,0,0.0,22.6,44.6,16.0,low_bike_demand
1,1,7,0,1,1,23.3,16.7,66.19,0.0,0,0.0,7.4,79.3,16.0,low_bike_demand
14,2,10,0,1,1,20.7,16.7,78.1,0.0,0,0.0,7.9,95.6,16.0,low_bike_demand
14,4,12,0,1,0,9.3,-1.8,45.67,0.0,0,0.0,14.8,84.5,16.0,low_bike_demand
3,6,7,0,0,1,23.9,16.9,64.83,0.0,0,0.0,6.7,24.4,16.0,low_bike_demand
7,3,5,0,1,1,14.8,9.5,70.24,0.0,0,0.0,11.0,45.6,16.0,low_bike_demand
4,6,11,0,0,0,1.6,-2.8,72.48,0.0,0,0.0,10.8,0.0,16.0,low_bike_demand
3,2,3,0,1,0,7.8,3.0,71.7,0.0,0,0.0,10.5,92.8,16.0,low_bike_demand
10,2,9,0,1,1,25.7,19.9,70.5,0.0,0,0.0,16.4,44.6,16.0,low_bike_demand
2,2,8,0,1,1,23.2,20.0,81.81,0.0,0,0.0,9.4,47.1,15.7,low_bike_demand
4,2,11,0,1,0,4.6,2.0,82.69,0.0,0,0.0,8.7,44.6,16.0,low_bike_demand
1,6,11,0,0,0,3.6,-2.8,63.3,0.0,0,0.0,9.0,0.0,16.0,low_bike_demand
6,0,5,0,1,1,15.0,8.0,62.76,0.0,0,0.0,30.9,80.3,16.0,low_bike_demand
3,0,2,1,1,0,2.7,-7.8,45.7,0.0,0,0.0,14.6,0.0,16.0,low_bike_demand
14,5,2,0,0,0,4.9,-7.7,39.63,0.0,0,0.0,13.4,84.7,16.0,low_bike_demand
8,3,11,1,1,0,1.5,-0.9,84.27,0.0,0,0.0,5.2,82.2,16.0,low_bike_demand
23,0,6,0,1,1,20.5,11.6,56.6,0.0,0,0.0,12.9,52.9,16.0,low_bike_demand
3,6,7,0,0,1,25.3,18.4,65.73,0.0,0,0.0,0.0,50.2,16.0,low_bike_demand
7,2,11,0,1,0,9.3,8.3,93.7,1.112,0,0.0,12.6,99.5,8.5,low_bike_demand
13,2,6,0,1,1,22.0,17.1,73.86,0.0,0,0.0,21.7,100.0,16.0,low_bike_demand
3,0,10,0,1,1,14.0,10.0,76.87,0.0,0,0.0,7.8,65.7,16.0,low_bike_demand
6,4,5,0,1,1,12.7,10.7,87.45,0.036,0,0.0,0.5,90.1,15.8,low_bike_demand
13,3,3,0,1,0,10.5,-2.3,40.79,0.0,0,0.0,11.9,24.4,16.0,low_bike_demand
17,0,5,0,1,1,21.6,9.5,46.12,0.0,0,0.0,15.8,94.4,16.0,high_bike_demand
17,0,7,0,1,1,28.2,14.2,42.11,0.0,0,0.0,19.6,0.0,16.0,high_bike_demand
7,4,4,0,1,1,13.3,-0.5,38.68,0.0,0,0.0,16.7,100.0,16.0,low_bike_demand
22,1,12,0,1,0,0.9,-6.1,59.35,0.0,0,0.0,7.0,47.6,16.0,low_bike_demand
17,5,4,0,0,1,12.7,-1.6,37.01,0.0,0,0.0,18.3,96.0,16.0,high_bike_demand
23,2,11,0,1,0,5.8,-0.8,62.29,0.0,0,0.0,0.0,0.0,16.0,low_bike_demand
13,2,12,0,1,0,11.1,5.1,66.34,0.0,0,0.0,10.5,99.6,16.0,low_bike_demand
23,1,2,0,1,0,5.1,0.4,71.52,0.0,0,0.0,9.3,24.4,16.0,low_bike_demand
11,2,2,0,1,0,4.4,-0.7,69.63,0.0,0,0.0,12.6,0.0,16.0,low_bike_demand
0,4,12,0,1,0,3.0,-5.6,53.05,0.0,0,0.0,10.3,82.2,16.0,low_bike_demand
5,1,2,0,1,0,3.4,-1.5,70.28,0.0,0,0.0,8.7,24.4,16.0,low_bike_demand
7,0,7,0,1,1,26.6,21.1,71.97,0.0,0,0.0,11.8,80.3,16.0,low_bike_demand
21,2,3,0,1,1,15.0,13.8,93.02,0.0,0,0.0,0.2,100.0,10.0,low_bike_demand
1,5,10,0,0,1,10.4,6.0,74.37,0.0,0,0.0,5.2,25.3,16.0,low_bike_demand
21,3,8,0,1,1,26.3,16.8,55.78,0.0,0,0.0,12.1,44.6,16.0,low_bike_demand
3,2,9,0,1,1,14.5,10.6,77.02,0.0,0,0.0,4.8,53.5,16.0,low_bike_demand
17,5,4,0,0,1,15.0,3.8,47.17,0.0,0,0.0,16.3,92.1,16.0,high_bike_demand
12,1,9,0,1,1,27.8,13.8,42.38,0.0,0,0.0,15.0,25.3,16.0,high_bike_demand
12,0,7,0,1,1,26.1,13.4,45.43,0.0,0,0.0,7.8,26.4,16.0,high_bike_demand
23,0,1,1,1,0,1.6,-8.3,47.8,0.0,0,0.65,36.4,47.8,16.0,low_bike_demand
13,1,11,0,1,1,9.3,6.1,80.66,0.278,0,0.0,17.4,99.6,14.2,low_bike_demand
23,5,3,0,0,1,5.6,-4.4,48.7,0.0,0,0.0,13.3,24.4,16.0,low_bike_demand
16,0,8,0,1,1,26.8,22.8,78.85,0.0,0,0.0,9.9,27.3,16.0,low_bike_demand
0,5,8,0,0,1,22.7,12.3,51.66,0.0,0,0.0,0.0,0.0,16.0,low_bike_demand
0,3,12,0,1,0,4.8,-7.8,39.64,0.0,0,0.0,12.5,0.0,16.0,low_bike_demand
22,0,2,1,1,0,2.1,1.1,93.21,0.267,0,0.0,10.6,100.0,2.0,low_bike_demand
15,5,1,0,0,0,3.2,-11.7,32.6,0.0,0,0.3,0.0,44.6,16.0,low_bike_demand
17,6,7,0,0,1,32.0,23.3,60.01,0.0,0,0.0,24.7,34.7,16.0,low_bike_demand
7,1,7,0,1,1,23.1,18.4,75.06,0.0,0,0.0,17.2,81.3,16.0,low_bike_demand
14,3,3,0,1,1,21.7,11.1,50.98,0.0,0,0.0,26.0,81.3,16.0,high_bike_demand
14,4,7,0,1,1,30.0,17.8,47.93,0.0,0,0.0,18.3,29.0,16.0,low_bike_demand
18,5,6,0,0,1,32.7,17.2,39.52,0.0,0,0.0,17.1,44.6,16.0,high_bike_demand
19,3,5,0,1,1,20.8,0.1,25.06,0.0,0,0.0,12.9,50.0,16.0,high_bike_demand
9,5,8,0,0,1,22.1,11.1,49.88,0.0,0,0.0,19.4,0.0,16.0,high_bike_demand
5,0,11,0,1,0,7.7,-2.0,50.31,0.0,0,0.0,23.9,98.8,16.0,low_bike_demand
10,2,6,0,1,1,27.3,23.3,78.88,0.0,0,0.0,16.5,88.9,15.8,low_bike_demand
19,4,6,0,1,1,26.6,17.9,58.89,0.0,0,0.0,10.8,24.4,16.0,high_bike_demand
18,1,6,0,1,1,28.2,13.1,39.27,0.0,0,0.0,13.0,79.3,16.0,high_bike_demand
